Identificador,Producto,Categoria,Precio
564,Audífonos Sony 3719,Electrónica,19916.98
565,Cafetera Nespresso 4236,Hogar,12705.93
566,Jeans Wrangler 7721,Ropa,11296.97
567,Short Puma 1697,Ropa,10220.35
568,Chanclas Adidas 7788,Calzado,6029.25
569,Puzzle 3D CubicFun 7733,Juguetes,13056.74
570,Post-it 3M 7062,Papelería,894.37
571,Refrigerador Mabe 1700,Hogar,11999.85
572,Polo Lacoste 4655,Ropa,13342.71
573,Polo Lacoste 2309,Ropa,6489.89
574,Tenis Vans 4719,Calzado,14566.84
575,Pluma Bic 6879,Papelería,2253.3
576,Cafetera Nespresso 1337,Hogar,5429.14
577,Ventilador Taurus 4878,Hogar,6703.31
578,Set Playmobil 8174,Juguetes,4813.76
579,Botas Timberland 4062,Calzado,18824.08
580,Batidora KitchenAid 6546,Hogar,1895.71
581,Marcadores Sharpie 7144,Papelería,6881.96
582,Monitor Dell 3006,Electrónica,10202.24
583,Falda Bershka 1009,Ropa,10352.23
584,Televisor LG 7366,Electrónica,19613.67
585,Botas Timberland 2037,Calzado,3234.32
586,Microondas Samsung 7916,Hogar,7974.92
587,Muñeca Barbie 1238,Juguetes,4370.29
588,Tablet Apple 7010,Electrónica,4687.74
589,Smartwatch Garmin 291,Electrónica,2163.12
590,Consola Xbox 4504,Electrónica,14148.86
591,Resaltadores Stabilo 1280,Papelería,17543.4
592,Corrector Paper Mate 103,Papelería,7159
593,Post-it 3M 2112,Papelería,19861.8
594,Cafetera Nespresso 3756,Hogar,4564.85
595,Short Puma 7980,Ropa,14703.22
596,Vestido Zara 2211,Ropa,16166.75
597,Carpeta Office Depot 3985,Papelería,814.5
598,Camiseta marca Nike 5457,Ropa,13771.9
599,Tablet Apple 2300,Electrónica,4805.39
600,Marcadores Sharpie 7167,Papelería,9271.02
601,Marcadores Sharpie 6602,Papelería,2824.76
602,Microondas Samsung 5685,Hogar,2996.92
603,Lego Star Wars 3507,Juguetes,3264.19
604,Pantalón Levi's 5605,Ropa,2987.3
605,Traje Hugo Boss 6506,Ropa,6763.75
606,Consola Xbox 4124,Electrónica,5827.88
607,Lapicera Maped 839,Papelería,11304.26
608,Zapatos Clarks 4198,Calzado,5280.18
609,Mocasines Gucci 4459,Calzado,11025.54
610,Tijeras Fiskars 8708,Papelería,10244.32
611,Monitor Dell 3326,Electrónica,4647.18
612,Carro Hot Wheels 645,Juguetes,9527.83
613,Cafetera Nespresso 5082,Hogar,14533.45
614,Microondas Samsung 6810,Hogar,7900.99
615,Tenis Vans 232,Calzado,3092.68
616,Tijeras Fiskars 6259,Papelería,17409.2
617,Chanclas Adidas 4117,Calzado,3191.96
618,Sudadera Adidas 1527,Ropa,11123.88
619,Consola Xbox 1569,Electrónica,12151.88
620,Sandalias Crocs 5764,Calzado,19443.04
621,Cuaderno Oxford 869,Papelería,15367.41
622,Sandalias Crocs 3814,Calzado,10563.95
623,Post-it 3M 6628,Papelería,8228.11
624,Laptop Lenovo 2628,Electrónica,5378.68
625,Zapatos Clarks 5913,Calzado,1563.78
626,Tablet Apple 6003,Electrónica,7663.56
627,Horno Whirlpool 7229,Hogar,18142.15
628,Horno Whirlpool 9559,Hogar,15556.33
629,Tostadora Hamilton 3909,Hogar,17143.46
630,Post-it 3M 5099,Papelería,4048.01
631,Tablet Apple 1986,Electrónica,3940.66
632,Monitor Dell 7101,Electrónica,12378.43
633,Chanclas Adidas 9337,Calzado,15036.61
634,Microondas Samsung 2188,Hogar,12066.73
635,Camiseta marca Nike 1554,Ropa,2739.24
636,Microondas Samsung 5451,Hogar,4538.62
637,Ventilador Taurus 2045,Hogar,9072.41
638,Falda Bershka 8818,Ropa,17834.92
639,Batidora KitchenAid 7011,Hogar,12494.78
640,Mocasines Gucci 8499,Calzado,1812.07
641,Corrector Paper Mate 9066,Papelería,19966.39
642,Batidora KitchenAid 9366,Hogar,4348.79
643,Jeans Wrangler 1110,Ropa,15703.29
644,Polo Lacoste 9840,Ropa,12191.42
645,Camiseta marca Nike 377,Ropa,7243.32
646,Set Playmobil 4319,Juguetes,313.63
647,Horno Whirlpool 6841,Hogar,6426.22
648,Tostadora Hamilton 3058,Hogar,8932.51
649,Jeans Wrangler 7244,Ropa,5062.7
650,Traje Hugo Boss 7723,Ropa,6109.72
651,Lego Star Wars 3557,Juguetes,7644.38
652,Aspiradora Dyson 357,Hogar,4562.14
653,Rompecabezas Ravensburger 1918,Juguetes,19191.86
654,Set Playmobil 2036,Juguetes,8355.88
655,Licuadora Oster 9999,Hogar,15626.85
656,Pantalón Levi's 3946,Ropa,4240.07
657,Consola Xbox 3402,Electrónica,13163.93
658,Lapicera Maped 8174,Papelería,9823.41
659,Drone DJI Mini 2685,Juguetes,5002.08
660,Lapicera Maped 3,Papelería,14252.68
661,Sudadera Adidas 4297,Ropa,14812.43
662,Batidora KitchenAid 7143,Hogar,11961.16
663,Batidora KitchenAid 5839,Hogar,3608.5
664,Zapatillas Skechers,Calzado,6775.08
665,Teléfono Samsung 1134,Electrónica,1202.75
666,Mocasines Gucci 1717,Calzado,3524.28
667,Carro Hot Wheels 1161,Juguetes,19552.33
668,Batidora KitchenAid 491,Hogar,6063.03
669,Aspiradora Dyson 1663,Hogar,18521.78
670,Tablet Apple 7935,Electrónica,6115.88
671,Lego Star Wars 1119,Juguetes,5351.58
672,Microondas Samsung 7224,Hogar,14591.01
673,Bocina JBL 6591,Electrónica,14965.24
674,Sandalias Crocs 6456,Calzado,15345.44
675,Tacones Steve Madden 8581,Calzado,6800.99
676,Plancha Philips 9230,Hogar,10576.3
677,Cámara Canon 8422,Electrónica,8872.44
678,Aspiradora Dyson 380,Hogar,10586.63
679,Zapatos Clarks 8648,Calzado,8855.5
680,Post-it 3M 2015,Papelería,9027.28
681,Mocasines Gucci 8275,Calzado,4084.71
682,Carpeta Office Depot 9542,Papelería,18397.1
683,Batidora KitchenAid 5896,Hogar,3676.67
684,Tijeras Fiskars 1899,Papelería,5129.99
685,Zapatos Clarks 5744,Calzado,14957.9
686,Monitor Dell 1281,Electrónica,7438.69
687,Pelota Nerf 742,Juguetes,10509.36
688,Muñeca Barbie 7569,Juguetes,2874.62
689,Muñeca Barbie 6092,Juguetes,6970.3
690,Tijeras Fiskars 7435,Papelería,2823.28
691,Cuaderno Oxford 7312,Papelería,7231.77
692,Tijeras Fiskars 4939,Papelería,8891.82
693,Short Puma 2266,Ropa,15640.57
694,Sudadera Adidas 6727,Ropa,1478.73
695,Tren Thomas 3651,Juguetes,9453.34
696,Horno Whirlpool 3211,Hogar,8199.48
697,Pantalón Levi's 8142,Ropa,1740.19
698,Tren Thomas 2354,Juguetes,17864.28
699,Camiseta marca Nike 6515,Ropa,6080.39
700,Libreta 90 hojas Scribe 993,Papelería,16633.72
701,Vestido Zara 4744,Ropa,11594.93
702,Tenis Vans 2652,Calzado,2915.07
703,Puzzle 3D CubicFun 263,Juguetes,4516.82
704,Licuadora Oster 9191,Hogar,13017.46
705,Plancha Philips 8109,Hogar,7327
706,Cafetera Nespresso 6458,Hogar,18612.28
707,Set Playmobil 2843,Juguetes,9295.18
708,Zapatos Clarks 7144,Calzado,17020.94
709,Resaltadores Stabilo 5759,Papelería,4716.32
710,Sandalias Crocs 2729,Calzado,13069.95
711,Smartwatch Garmin 4147,Electrónica,3052.34
712,Jeans Wrangler 9022,Ropa,7818.93
713,Chanclas Adidas 1630,Calzado,1456.19
714,Smartwatch Garmin 7388,Electrónica,4547.74
715,Smartwatch Garmin 6320,Electrónica,8700.69
716,Tablet Apple 9773,Electrónica,382.48
717,Rompecabezas Ravensburger 5844,Juguetes,10154.53
718,Bocina JBL 2544,Electrónica,13509.37
719,Microondas Samsung 1460,Hogar,3516.76
720,Sandalias Crocs 3214,Calzado,11086.18
721,Rompecabezas Ravensburger 7173,Juguetes,4474.91
722,Traje Hugo Boss 809,Ropa,17107.18
723,Monitor Dell 487,Electrónica,19688.35
724,Lapicera Maped 4829,Papelería,3563.36
725,Resaltadores Stabilo 6329,Papelería,17540.48
726,Camiseta marca Nike 1559,Ropa,14413.15
727,Tacones Steve Madden 4901,Calzado,11114.63
728,Chamarra North Face 9910,Ropa,8405.87
729,Tablet Apple 2471,Electrónica,6366.12
730,Resaltadores Stabilo 795,Papelería,6126.61
731,Ventilador Taurus 2750,Hogar,17382.12
732,Short Puma 4779,Ropa,7163.07
733,Batidora KitchenAid 1202,Hogar,17189.08
734,Short Puma 9356,Ropa,19165.86
735,Muñeca Barbie 1168,Juguetes,14583.91
736,Carpeta Office Depot 5906,Papelería,9081.12
737,Botas Timberland 3273,Calzado,12704.88
738,Sandalias Crocs 5337,Calzado,4220.37
739,Ventilador Taurus 4705,Hogar,14960.72
740,Zapatos Clarks 9268,Calzado,5717.04
741,Traje Hugo Boss 1027,Ropa,13547.6
742,Horno Whirlpool 610,Hogar,6057.57
743,Bocina JBL 7209,Electrónica,17059.97
744,Tenis Vans 3739,Calzado,10951.49
745,Pluma Bic 5161,Papelería,15368.6
746,Pelota Nerf 6593,Juguetes,8853.87
747,Traje Hugo Boss 3934,Ropa,17845.19
748,Tacones Steve Madden 2687,Calzado,13167.29
749,Muñeca Barbie 7095,Juguetes,7010.14
750,Ventilador Taurus 9586,Hogar,10203.65
751,Falda Bershka 9238,Ropa,14009.19
752,Corrector Paper Mate 8192,Papelería,6202.67
753,Set Playmobil 8481,Juguetes,6952.83
754,Licuadora Oster 4412,Hogar,14118.29
755,Post-it 3M 2958,Papelería,9902.53
756,Camiseta marca Nike 4556,Ropa,17800.88
757,Aspiradora Dyson 1947,Hogar,8138.53
758,Cámara Canon 8893,Electrónica,19035.47
759,Smartwatch Garmin 666,Electrónica,2551.66
760,Short Puma 5153,Ropa,19847.17
761,Rompecabezas Ravensburger 3183,Juguetes,10604.12
762,Lapicera Maped 6721,Papelería,8565.18
763,Televisor LG 4392,Electrónica,6800.78
764,Monitor Dell 1245,Electrónica,16799
765,Refrigerador Mabe 4027,Hogar,2675.02
766,Cuaderno Oxford 3356,Papelería,7839.51
767,Pluma Bic 5309,Papelería,1457.48
768,Horno Whirlpool 6333,Hogar,15692.81
769,Tacones Steve Madden 7360,Calzado,1737.08
770,Pantalón Levi's 6881,Ropa,7898.82
771,Carro Hot Wheels 2578,Juguetes,11498.33
772,Drone DJI Mini 167,Juguetes,17332.04
773,Camiseta marca Nike 3991,Ropa,3114.98
774,Lapicera Maped 6031,Papelería,4941
775,Marcadores Sharpie 7403,Papelería,3729.48
776,Tenis Converse 1744,Calzado,18343.4
777,Batidora KitchenAid 1510,Hogar,6286.36
778,Tenis Converse 5752,Calzado,9424.83
779,Post-it 3M 5126,Papelería,16703.21
780,Televisor LG 9535,Electrónica,19677.92
781,Televisor LG 7414,Electrónica,4283.94
782,Short Puma 2597,Ropa,13564.05
783,Smartwatch Garmin 2708,Electrónica,1808.33
784,Muñeca Barbie 3931,Juguetes,19092.61
785,Falda Bershka 3973,Ropa,19094.17
786,Televisor LG 4239,Electrónica,686.86
787,Smartwatch Garmin 3558,Electrónica,8457.31
788,Aspiradora Dyson 4775,Hogar,5193.44
789,Consola Xbox 4048,Electrónica,12027.62
790,Tenis Converse 4611,Calzado,40.67
791,Polo Lacoste 4293,Ropa,3755.35
792,Cámara Canon 3331,Electrónica,10863.47
793,Tijeras Fiskars 7277,Papelería,10233.59
794,Resaltadores Stabilo 6304,Papelería,10830.05
795,Tostadora Hamilton 7055,Hogar,18176.54
796,Mocasines Gucci 8619,Calzado,10185.78
797,Sudadera Adidas 3838,Ropa,12924.89
798,Smartwatch Garmin 4955,Electrónica,19820.02
799,Puzzle 3D CubicFun 134,Juguetes,3295.64
800,Tren Thomas 3252,Juguetes,2461.12
801,Tijeras Fiskars 8382,Papelería,1877.72
802,Set Playmobil 6842,Juguetes,19398.66
803,Vestido Zara 3619,Ropa,16853.65
804,Carpeta Office Depot 4016,Papelería,9515.52
805,Consola Xbox 9492,Electrónica,13023.37
806,Camiseta marca Nike 1916,Ropa,6599.35
807,Audífonos Sony 491,Electrónica,16155.66
808,Monitor Dell 497,Electrónica,399.17
809,Puzzle 3D CubicFun 4646,Juguetes,12614.06
810,Post-it 3M 5903,Papelería,4412.04
811,Chamarra North Face 2678,Ropa,12822.18
812,Pantalón Levi's 4638,Ropa,6528.39
813,Zapatillas Skechers 7729,Calzado,13799.42
814,Jeans Wrangler 3832,Ropa,2238.81
815,Batidora KitchenAid 5905,Hogar,966.49
816,Pantalón Levi's 6592,Ropa,6564.09
817,Corrector Paper Mate 5249,Papelería,17443.52
818,Aspiradora Dyson 9764,Hogar,17384.36
819,Post-it 3M 5241,Papelería,19545.82
820,Batidora KitchenAid 8968,Hogar,12530.76
821,Chanclas Adidas 6876,Calzado,4505.29
822,Resaltadores Stabilo 5842,Papelería,17665.39
823,Plancha Philips 8667,Hogar,12368.24
824,Botas Timberland 7899,Calzado,19257.27
825,Botines Dr Martens 5140,Calzado,18862.66
826,Set Playmobil 714,Juguetes,19641
827,Tenis Vans 4154,Calzado,8266.57
828,Lapicera Maped 855,Papelería,3417.51
829,Post-it 3M 6921,Papelería,17438.55
830,Consola Xbox 6127,Electrónica,18903.75
831,Polo Lacoste 4436,Ropa,3359.57
832,Bocina JBL 2749,Electrónica,5902.64
833,Tenis Converse 6828,Calzado,12656.35
834,Carro Hot Wheels 6829,Juguetes,5854.79
835,Lapicera Maped 3081,Papelería,17428.68
836,Lego Star Wars 7855,Juguetes,13183.11
837,Traje Hugo Boss 8736,Ropa,4122.73
838,Corrector Paper Mate 3718,Papelería,11654.13
839,Lego Star Wars 3977,Juguetes,1352.93
840,Zapatos Clarks 8498,Calzado,1213.1
841,Smartwatch Garmin 8560,Electrónica,1061.04
842,Puzzle 3D CubicFun 4483,Juguetes,2220.03
843,Licuadora Oster 1330,Hogar,13903.88
844,Zapatillas Skechers 245,Calzado,10113.62
845,Chamarra North Face 2131,Ropa,15042.25
846,Jeans Wrangler 889,Ropa,1473.92
847,Zapatos Clarks 8165,Calzado,2749.6
848,Sandalias Crocs 7306,Calzado,1608.7
849,Corrector Paper Mate 9924,Papelería,17742.37
850,Muñeca Barbie 1266,Juguetes,8849.51
851,Corrector Paper Mate 6724,Papelería,8803.41
852,Tijeras Fiskars 2552,Papelería,1219.53
853,Cafetera Nespresso 4355,Hogar,19939.34
854,Cuaderno Oxford 3026,Papelería,1422.31
855,Tijeras Fiskars 195,Papelería,2653.35
856,Camiseta marca Nike 8859,Ropa,15304.9
857,Tenis Converse 4334,Calzado,7154.73
858,Set Playmobil 6249,Juguetes,9499.31
859,Sandalias Crocs 9263,Calzado,9460.66
860,Tacones Steve Madden 2,Calzado,1761.47
861,Figura Funko Pop 7352,Juguetes,4778.84
862,Corrector Paper Mate 5532,Papelería,2655.14
863,Sandalias Crocs 3340,Calzado,5714.62
864,Set Playmobil 7153,Juguetes,8843.27
865,Lego Star Wars 9208,Juguetes,17298.99
866,Chanclas Adidas 501,Calzado,10809.32
867,Polo Lacoste 7849,Ropa,18848.79
868,Tijeras Fiskars 2465,Papelería,4090.07
869,Aspiradora Dyson 4695,Hogar,17585.37
870,Ventilador Taurus 5054,Hogar,4403.65
871,Chamarra North Face 6263,Ropa,4504.59
872,Smartwatch Garmin 7000,Electrónica,13694.21
873,Set Playmobil 3328,Juguetes,12744.53
874,Tacones Steve Madden 2013,Calzado,14708.09
875,Tren Thomas 8232,Juguetes,14142.68
876,Zapatos Clarks 2355,Calzado,2111.42
877,Drone DJI Mini 1003,Juguetes,278.54
878,Carpeta Office Depot 9683,Papelería,13767.96
879,Cuaderno Oxford 8542,Papelería,3299.69
880,Zapatillas Skechers 1877,Calzado,5084.8
881,Lego Star Wars 6022,Juguetes,7052.37
882,Aspiradora Dyson 7028,Hogar,1977.69
883,Carro Hot Wheels 8630,Juguetes,14235.84
884,Chanclas Adidas 9983,Calzado,17128.93
885,Pluma Bic 7370,Papelería,19033.49
886,Lego Star Wars 6871,Juguetes,12714.59
887,Refrigerador Mabe 582,Hogar,2470.79
888,Marcadores Sharpie 6173,Papelería,6957.6
889,Pelota Nerf 9494,Juguetes,14655.01
890,Jeans Wrangler 6598,Ropa,8904.42
891,Ventilador Taurus 2162,Hogar,10189.27
892,Tablet Apple 7976,Electrónica,3356.88
893,Audífonos Sony 9248,Electrónica,15875.76
894,Lego Star Wars 3107,Juguetes,1130.35
895,Set Playmobil 1756,Juguetes,10869.06
896,Lego Star Wars 9255,Juguetes,4932.56
897,Muñeca Barbie 5465,Juguetes,2316.35
898,Consola Xbox 2568,Electrónica,259.46
899,Consola Xbox 3328,Electrónica,7802.25
900,Chanclas Adidas 813,Calzado,19985.11
901,Tacones Steve Madden 8064,Calzado,10264.22
902,Refrigerador Mabe 1742,Hogar,16797.78
903,Plancha Philips 7987,Hogar,5687.59
904,Refrigerador Mabe 3786,Hogar,18662.92
905,Tostadora Hamilton 5367,Hogar,12406.01
906,Set Playmobil 4386,Juguetes,11385.84
907,Microondas Samsung 1735,Hogar,2113.24
908,Rompecabezas Ravensburger 1797,Juguetes,13070.36
909,Botines Dr Martens 8411,Calzado,15695.22
910,Post-it 3M 2901,Papelería,7068.38
911,Cuaderno Oxford 1149,Papelería,9386.15
912,Cuaderno Oxford 4672,Papelería,17362.76
913,Smartwatch Garmin 9608,Electrónica,18000.24
914,Laptop Lenovo 1629,Electrónica,12865.15
915,Smartwatch Garmin 2315,Electrónica,8142.05
916,Cámara Canon 9285,Electrónica,9360.19
917,Sandalias Crocs 3053,Calzado,2592.66
918,Lego Star Wars 3353,Juguetes,13404.38
919,Vestido Zara 5216,Ropa,6687.05
920,Libreta 90 hojas Scribe 421,Papelería,11017.44
921,Smartwatch Garmin 709,Electrónica,2117.36
922,Laptop Lenovo 5747,Electrónica,16094.18
923,Muñeca Barbie 8505,Juguetes,19021.96
924,Traje Hugo Boss 7381,Ropa,11285.13
925,Bocina JBL 3693,Electrónica,5484.38
926,Audífonos Sony 6276,Electrónica,14326.23
927,Televisor LG 7742,Electrónica,2779.33
928,Figura Funko Pop 1461,Juguetes,9636.47
929,Tostadora Hamilton 8648,Hogar,10599.89
930,Drone DJI Mini 6546,Juguetes,12355.08
931,Muñeca Barbie 1571,Juguetes,9176.53
932,Aspiradora Dyson 2126,Hogar,632.57
933,Tenis Vans 7839,Calzado,8617.09
934,Pelota Nerf 4752,Juguetes,6361.8
935,Batidora KitchenAid 8221,Hogar,5224.02
936,Jeans Wrangler 8220,Ropa,947.59
937,Lego Star Wars 8674,Juguetes,2599.6
938,Vestido Zara 7835,Ropa,10801.55
939,Tostadora Hamilton 1653,Hogar,14052.17
940,Ventilador Taurus 879,Hogar,1190.79
941,Laptop Lenovo 5156,Electrónica,10260.96
942,Pantalón Levi's 1292,Ropa,4427.33
943,Tablet Apple 9770,Electrónica,2451.25
944,Muñeca Barbie 7823,Juguetes,6804.28
945,Post-it 3M 9814,Papelería,14218.65
946,Audífonos Sony 5418,Electrónica,4640.67
947,Tijeras Fiskars 1751,Papelería,13056.72
948,Mocasines Gucci 212,Calzado,13601.01
949,Zapatillas Skechers 9307,Calzado,14173.53
950,Lego Star Wars 8543,Juguetes,2889.76
951,Drone DJI Mini 7566,Juguetes,14997.1
952,Tenis Vans 8696,Calzado,5299.36
953,Botines Dr Martens 5176,Calzado,11404.49
954,Carro Hot Wheels 8635,Juguetes,1703.58
955,Smartwatch Garmin 9337,Electrónica,15570.79
956,Corrector Paper Mate 3132,Papelería,15060.71
957,Pelota Nerf 4034,Juguetes,9345.38
958,Horno Whirlpool 4745,Hogar,18842.56
959,Pluma Bic 1827,Papelería,7091.56
960,Cuaderno Oxford 3048,Papelería,17057
961,Traje Hugo Boss 8059,Ropa,17860.58
962,Tostadora Hamilton 3524,Hogar,10027.07
963,Televisor LG 486,Electrónica,8531.15
964,Set Playmobil 1402,Juguetes,5685.1
965,Falda Bershka 778,Ropa,8275.58
966,Refrigerador Mabe 2383,Hogar,9818.13
967,Falda Bershka 6478,Ropa,8399.66
968,Televisor LG 2259,Electrónica,10365.64
969,Botines Dr Martens 9481,Calzado,4387.79
970,Batidora KitchenAid 140,Hogar,15559.6
971,Chanclas Adidas 7725,Calzado,3224.74
972,Post-it 3M 359,Papelería,1516.2
973,Puzzle 3D CubicFun 8654,Juguetes,16799.49
974,Cafetera Nespresso 6241,Hogar,16504.12
975,Pluma Bic 7638,Papelería,19977.6
976,Traje Hugo Boss 1618,Ropa,6354.38
977,Tenis Vans 9640,Calzado,16033.54
978,Pluma Bic 640,Papelería,6706.79
979,Batidora KitchenAid 1680,Hogar,16234.52
980,Tablet Apple 6283,Electrónica,17464.95
981,Tostadora Hamilton 3995,Hogar,10162.65
982,Mocasines Gucci 1519,Calzado,5497.56
983,Rompecabezas Ravensburger 1663,Juguetes,14238.58
984,Refrigerador Mabe 3202,Hogar,3413.13
985,Post-it 3M 2335,Papelería,8503.48
986,Set Playmobil 5356,Juguetes,10733.6
987,Tenis Vans 3510,Calzado,17444.76
988,Mocasines Gucci 4524,Calzado,7520.42
989,Muñeca Barbie 4622,Juguetes,19664.66
990,Audífonos Sony 790,Electrónica,13861.78
991,Pelota Nerf 630,Juguetes,10418.09
992,Muñeca Barbie 9554,Juguetes,16932.7
993,Sudadera Adidas 4599,Ropa,948.78
994,Figura Funko Pop 691,Juguetes,10385.6
995,Tostadora Hamilton 5341,Hogar,15957.63
996,Refrigerador Mabe 3126,Hogar,1460.59
997,Pluma Bic 4953,Papelería,5812.55
998,Drone DJI Mini 4951,Juguetes,189.51
999,Figura Funko Pop 8791,Juguetes,19973.41
1000,Carpeta Office Depot 9958,Papelería,17818.42
1001,Marcadores Sharpie 4864,Papelería,19856.53
1002,Tren Thomas 2414,Juguetes,17926.68
1003,Zapatillas Skechers 262,Calzado,4722.79
1004,Monitor Dell 8302,Electrónica,1124.26
1005,Short Puma 1957,Ropa,10907.68
1006,Sandalias Crocs 5511,Calzado,5325.16
1007,Muñeca Barbie 6560,Juguetes,6125.53
1008,Audífonos Sony 2282,Electrónica,11401.06
1009,Microondas Samsung 2091,Hogar,14546.63
1010,Tijeras Fiskars 2597,Papelería,11937.98
1011,Zapatos Clarks 8684,Calzado,13847.69
1012,Traje Hugo Boss 9853,Ropa,16313.15
1013,Cafetera Nespresso 7322,Hogar,13021.22
1014,Pelota Nerf 4024,Juguetes,6125.21
1015,Chanclas Adidas 6115,Calzado,17059.23
1016,Pelota Nerf 6735,Juguetes,18468.62
1017,Audífonos Sony 7811,Electrónica,19846.68
1018,Jeans Wrangler 2136,Ropa,9946
1019,Tren Thomas 9839,Juguetes,19094.97
1020,Vestido Zara 8858,Ropa,11101.01
1021,Figura Funko Pop 1157,Juguetes,14763.17
1022,Libreta 90 hojas Scribe 5790,Papelería,2157.25
1023,Horno Whirlpool 6111,Hogar,16892.87
1024,Resaltadores Stabilo 5838,Papelería,3270.53
1025,Plancha Philips 9801,Hogar,11047.1
1026,Sandalias Crocs 2255,Calzado,3532.37
1027,Chamarra North Face 2071,Ropa,7488.53
1028,Cámara Canon 872,Electrónica,16885.96
1029,Televisor LG 6052,Electrónica,17999.83
1030,Tijeras Fiskars 1037,Papelería,12809.3
1031,Pluma Bic 2625,Papelería,3740.37
1032,Pantalón Levi's 7301,Ropa,4813.84
1033,Chanclas Adidas 8341,Calzado,3581.31
1034,Short Puma 4811,Ropa,11343.01
1035,Chanclas Adidas 6220,Calzado,7257.81
1036,Microondas Samsung 7276,Hogar,10972.77
1037,Carpeta Office Depot 6992,Papelería,8248.51
1038,Tenis Converse 444,Calzado,14300.98
1039,Tenis Converse 7452,Calzado,6957.59
1040,Puzzle 3D CubicFun 9662,Juguetes,4548.3
1041,Bocina JBL 1747,Electrónica,12358.74
1042,Televisor LG 80,Electrónica,19195.89
1043,Tostadora Hamilton 372,Hogar,8510.22
1044,Smartwatch Garmin 1219,Electrónica,13757.22
1045,Microondas Samsung 5524,Hogar,15285.85
1046,Drone DJI Mini 1684,Juguetes,17555.62
1047,Tablet Apple 3101,Electrónica,11017.5
1048,Tablet Apple 7613,Electrónica,17080.16
1049,Post-it 3M 9008,Papelería,9129.32
1050,Ventilador Taurus 702,Hogar,11427.92
1051,Jeans Wrangler 1024,Ropa,8888.98
1052,Refrigerador Mabe 7883,Hogar,18632
1053,Lapicera Maped 8646,Papelería,2624.8
1054,Falda Bershka 7142,Ropa,13943.71
1055,Camiseta marca Nike 6647,Ropa,7980.41
1056,Mocasines Gucci 7984,Calzado,19209.27
1057,Monitor Dell 4466,Electrónica,16641.2
1058,Cámara Canon 7753,Electrónica,14837.99
1059,Marcadores Sharpie 5869,Papelería,6872.17
1060,Monitor Dell 1773,Electrónica,8223.66
1061,Batidora KitchenAid 2895,Hogar,11752.15
1062,Licuadora Oster 9592,Hogar,17797.84
1063,Aspiradora Dyson 9311,Hogar,14392.13
1064,Aspiradora Dyson 5787,Hogar,2163.61
1065,Tenis Converse 6645,Calzado,16270.25
1066,Tacones Steve Madden 1166,Calzado,6621.89
1067,Chanclas Adidas 796,Calzado,6893.11
1068,Figura Funko Pop 4608,Juguetes,4441.85
1069,Traje Hugo Boss 2021,Ropa,1139.14
1070,Tablet Apple 6534,Electrónica,7691.23
1071,Tren Thomas 5532,Juguetes,5766.92
1072,Bocina JBL 1902,Electrónica,5545.33
1073,Televisor LG 1615,Electrónica,17836.11
1074,Microondas Samsung 7695,Hogar,1167.87
1075,Corrector Paper Mate 5761,Papelería,11212.84
